DT,ruo,vol,T,C,MinRate,Percentile25,Percentile75,MaxRate,StatusXML,DateUpdate
8/26/2020,4.1700,101.4000,,,,,,,,8/27/2020
8/25/2020,4.1600,91.3500,,,,,,,,8/26/2020
8/24/2020,4.0600,107.9000,,,,,,,,8/25/2020
8/21/2020,4.1000,128.5900,,,,,,,,8/24/2020
8/20/2020,4.1200,169.4200,,,,,,,,8/21/2020
8/19/2020,4.1000,127.8500,,,,,,,,8/20/2020
8/18/2020,4.1200,120.5500,,,,,,,,8/19/2020
8/17/2020,4.1100,113.9500,,,,,,,,8/18/2020
8/14/2020,4.1100,81.1500,,,,,,,,8/17/2020
8/13/2020,4.0800,90.8000,,,,,,,,8/14/2020
8/12/2020,4.0900,148.6000,,,,,,,,8/13/2020
8/11/2020,4.1800,133.5500,,,,,,,,8/12/2020
8/10/2020,4.1800,157.4200,,,,,,,,8/11/2020
8/7/2020,4.1700,175.3300,,,,,,,,8/10/2020
8/6/2020,4.1300,136.0400,,,,,,,,8/7/2020
8/5/2020,4.1000,171.4500,,,,,,,,8/6/2020
8/4/2020,4.0300,152.9500,,,,,,,,8/5/2020
8/3/2020,3.9200,277.8000,,,,,,,,8/4/2020
7/31/2020,4.2600,200.0000,,,,,,,,8/3/2020
7/30/2020,4.2400,190.6500,,,,,,,,7/31/2020
7/29/2020,4.1500,199.2500,,,,,,,,7/30/2020
7/28/2020,4.1100,144.7000,,,,,,,,7/29/2020
7/27/2020,4.0300,101.4000,,,,,,,,7/28/2020
7/24/2020,3.9600,162.9000,,,,,,,,7/27/2020
7/23/2020,4.0300,185.9000,,,,,,,,7/24/2020
7/22/2020,4.1100,177.3000,,,,,,,,7/23/2020
7/21/2020,4.1200,202.9000,,,,,,,,7/22/2020
7/20/2020,4.1200,185.9500,,,,,,,,7/21/2020
7/17/2020,4.1400,150.3000,,,,,,,,7/20/2020
7/16/2020,4.1300,175.5000,,,,,,,,7/17/2020
7/15/2020,4.2500,138.6000,,,,,,,,7/16/2020
7/14/2020,4.3200,113.4500,,,,,,,,7/15/2020
7/13/2020,4.3500,125.7500,,,,,,,,7/14/2020
7/10/2020,4.3400,113.5500,,,,,,,,7/13/2020
7/9/2020,4.2800,120.7500,,,,,,,,7/10/2020
7/8/2020,4.3000,135.0500,,,,,,,,7/9/2020
7/7/2020,4.2500,133.8500,,,,,,,,7/8/2020
7/6/2020,4.1100,118.3000,,,,,,,,7/7/2020
7/3/2020,4.0500,135.3000,,,,,,,,7/6/2020
7/2/2020,4.2200,180.5500,,,,,,,,7/3/2020
6/30/2020,4.3800,67.0000,,,,,,,,7/2/2020
6/29/2020,4.5100,100.7000,,,,,,,,6/30/2020
6/26/2020,4.5100,92.3500,,,,,,,,6/29/2020
6/25/2020,4.5200,161.4000,,,,,,,,6/26/2020
6/23/2020,4.4200,193.6500,,,,,,,,6/25/2020
6/22/2020,4.3900,304.4500,,,,,,,,6/23/2020
6/19/2020,4.6900,159.4000,,,,,,,,6/22/2020
6/18/2020,4.7500,251.5000,,,,,,,,6/19/2020
6/17/2020,4.8300,201.4500,,,,,,,,6/18/2020
6/16/2020,5.0300,250.9800,,,,,,,,6/17/2020
6/15/2020,5.0600,160.6500,,,,,,,,6/16/2020
6/11/2020,5.1200,208.3000,,,,,,,,6/15/2020
6/10/2020,5.1400,182.7000,,,,,,,,6/11/2020
6/9/2020,5.2700,134.7000,,,,,,,,6/10/2020
6/8/2020,5.0900,120.5000,,,,,,,,6/9/2020
6/5/2020,5.3200,128.7500,,,,,,,,6/8/2020
6/4/2020,5.3700,126.8500,,,,,,,,6/5/2020
6/3/2020,5.3300,129.9300,,,,,,,,6/4/2020
6/2/2020,5.3400,120.7000,,,,,,,,6/3/2020
6/1/2020,5.4200,129.3000,,,,,,,,6/2/2020
5/29/2020,5.4700,131.0500,,,,,,,,6/1/2020
5/28/2020,5.5200,171.9400,,,,,,,,5/29/2020
5/27/2020,5.5000,182.3900,,,,,,,,5/28/2020
5/26/2020,5.4600,171.6000,,,,,,,,5/27/2020
5/25/2020,5.4100,117.7000,,,,,,,,5/26/2020
5/22/2020,5.3400,122.4000,,,,,,,,5/25/2020
5/21/2020,5.3200,113.4500,,,,,,,,5/22/2020
5/20/2020,5.3600,95.5500,,,,,,,,5/21/2020
5/19/2020,5.3000,207.6500,,,,,,,,5/20/2020
5/18/2020,5.2800,166.4000,,,,,,,,5/19/2020
5/15/2020,5.2700,231.7000,,,,,,,,5/18/2020
5/14/2020,5.3700,168.1000,,,,,,,,5/15/2020
5/13/2020,5.5100,166.3000,,,,,,,,5/14/2020
5/12/2020,5.4500,146.2500,,,,,,,,5/13/2020
5/8/2020,5.1900,114.0000,,,,,,,,5/12/2020
5/7/2020,5.3400,112.2000,,,,,,,,5/8/2020
5/6/2020,5.3500,138.3000,,,,,,,,5/7/2020
4/30/2020,5.7600,72.6000,,,,,,,,5/6/2020
4/29/2020,5.8900,107.4500,,,,,,,,4/30/2020
4/28/2020,5.7100,65.6000,,,,,,,,4/29/2020
4/27/2020,5.5800,89.5000,,,,,,,,4/28/2020
4/24/2020,5.8500,131.4500,,,,,,,,4/27/2020
4/23/2020,6.1600,129.3000,,,,,,,,4/24/2020
4/22/2020,6.1600,143.8000,,,,,,,,4/23/2020
4/21/2020,6.1500,59.4000,,,,,,,,4/22/2020
4/20/2020,6.1100,73.8500,,,,,,,,4/21/2020
4/17/2020,6.1200,136.5500,,,,,,,,4/20/2020
4/16/2020,6.0100,67.2500,,,,,,,,4/17/2020
4/15/2020,5.9600,97.3500,,,,,,,,4/16/2020
4/14/2020,5.9100,126.4000,,,,,,,,4/15/2020
4/13/2020,5.8300,147.8000,,,,,,,,4/14/2020
4/10/2020,5.9600,159.1000,,,,,,,,4/13/2020
4/9/2020,5.8900,182.3000,,,,,,,,4/10/2020
4/8/2020,5.7600,191.2500,,,,,,,,4/9/2020
4/7/2020,5.7400,158.0000,,,,,,,,4/8/2020
4/6/2020,5.8900,164.2000,,,,,,,,4/7/2020
3/27/2020,6.2400,76.9000,,,,,,,,4/6/2020
3/26/2020,5.9100,142.6000,,,,,,,,3/27/2020
3/25/2020,5.8400,147.8500,,,,,,,,3/26/2020
3/24/2020,5.8800,91.4500,,,,,,,,3/25/2020
3/23/2020,5.8000,118.0000,,,,,,,,3/24/2020
3/20/2020,5.9000,148.5000,,,,,,,,3/23/2020
3/19/2020,5.7200,108.7500,,,,,,,,3/20/2020
3/18/2020,5.4200,140.5500,,,,,,,,3/19/2020
3/17/2020,5.3000,174.5000,,,,,,,,3/18/2020
3/16/2020,5.3200,207.9000,,,,,,,,3/17/2020
3/13/2020,5.3000,118.2000,,,,,,,,3/16/2020
3/12/2020,5.6300,185.4000,,,,,,,,3/13/2020
3/11/2020,5.5600,129.2000,,,,,,,,3/12/2020
3/10/2020,5.8700,142.7000,,,,,,,,3/11/2020
3/6/2020,5.9500,139.7900,,,,,,,,3/10/2020
3/5/2020,5.8700,118.0000,,,,,,,,3/6/2020
3/4/2020,5.9000,141.1500,,,,,,,,3/5/2020
3/3/2020,5.9500,163.1500,,,,,,,,3/4/2020
3/2/2020,5.9600,96.4500,,,,,,,,3/3/2020
2/28/2020,6.3200,161.0500,,,,,,,,3/2/2020
2/27/2020,5.9500,74.8500,,,,,,,,2/28/2020
2/26/2020,5.9700,125.6000,,,,,,,,2/27/2020
2/25/2020,5.9700,111.1500,,,,,,,,2/26/2020
2/21/2020,5.8200,115.4500,,,,,,,,2/25/2020
2/20/2020,5.8100,153.8500,,,,,,,,2/21/2020
2/19/2020,5.8400,90.4500,,,,,,,,2/20/2020
2/18/2020,5.8000,43.1000,,,,,,,,2/19/2020
2/17/2020,5.8000,60.5000,,,,,,,,2/18/2020
2/14/2020,5.7900,59.0700,,,,,,,,2/17/2020
2/13/2020,5.8300,82.4800,,,,,,,,2/14/2020
2/12/2020,5.8200,79.5500,,,,,,,,2/13/2020
2/11/2020,5.8700,79.7000,,,,,,,,2/12/2020
2/10/2020,5.9600,86.6500,,,,,,,,2/11/2020
2/7/2020,6.0400,79.5500,,,,,,,,2/10/2020
2/6/2020,6.0100,68.9000,,,,,,,,2/7/2020
2/5/2020,6.0100,96.7500,,,,,,,,2/6/2020
2/4/2020,5.9300,124.3000,,,,,,,,2/5/2020
2/3/2020,6.0100,131.8900,,,,,,,,2/4/2020
1/31/2020,6.0500,77.9000,,,,,,,,2/3/2020
1/30/2020,6.1400,157.9500,,,,,,,,1/31/2020
1/29/2020,6.1800,134.6700,,,,,,,,1/30/2020
1/28/2020,6.1500,92.3000,,,,,,,,1/29/2020
1/27/2020,6.1900,80.6500,,,,,,,,1/28/2020
1/24/2020,5.9500,121.1400,,,,,,,,1/27/2020
1/23/2020,5.9900,83.8500,,,,,,,,1/24/2020
1/22/2020,6.0000,85.9400,,,,,,,,1/23/2020
1/21/2020,5.9400,112.1800,,,,,,,,1/22/2020
1/20/2020,5.9100,91.6500,,,,,,,,1/21/2020
1/17/2020,5.9300,41.3000,,,,,,,,1/20/2020
1/16/2020,5.9500,70.5000,,,,,,,,1/17/2020
1/15/2020,6.0700,113.5000,,,,,,,,1/16/2020
1/14/2020,5.8700,69.2000,,,,,,,,1/15/2020
1/13/2020,6.0200,30.8000,,,,,,,,1/14/2020
1/10/2020,6.1500,107.3000,,,,,,,,1/13/2020
1/9/2020,6.1700,102.7000,,,,,,,,1/10/2020
12/30/2019,6.2300,24.4500,,,,,,,,12/31/2019
12/27/2019,6.2300,106.6000,,,,,,,,12/30/2019
12/26/2019,6.1800,76.8000,,,,,,,,12/27/2019
12/25/2019,6.2200,140.9400,,,,,,,,12/26/2019
12/24/2019,6.0700,90.7000,,,,,,,,12/25/2019
12/23/2019,6.0200,107.3500,,,,,,,,12/24/2019
12/20/2019,6.0400,139.4500,,,,,,,,12/23/2019
12/19/2019,5.9400,102.0000,,,,,,,,12/20/2019
12/18/2019,5.8900,120.6500,,,,,,,,12/19/2019
12/17/2019,5.8500,124.3800,,,,,,,,12/18/2019
12/16/2019,5.9000,130.2000,,,,,,,,12/17/2019
12/13/2019,5.9800,128.1500,,,,,,,,12/16/2019
12/12/2019,6.0400,100.3000,,,,,,,,12/13/2019
12/11/2019,6.2200,154.7000,,,,,,,,12/12/2019
12/10/2019,6.1200,58.5000,,,,,,,,12/11/2019
12/9/2019,6.2000,72.7000,,,,,,,,12/10/2019
12/6/2019,6.2400,104.3000,,,,,,,,12/9/2019
12/5/2019,6.3900,78.9000,,,,,,,,12/6/2019
12/4/2019,6.4600,94.1000,,,,,,,,12/5/2019
12/3/2019,6.4800,74.5000,,,,,,,,12/4/2019
12/2/2019,6.6000,65.7000,,,,,,,,12/3/2019
11/29/2019,6.6000,73.8000,,,,,,,,12/2/2019
11/28/2019,6.4900,73.6000,,,,,,,,11/29/2019
11/27/2019,6.4600,52.0500,,,,,,,,11/28/2019
11/26/2019,6.5100,87.3000,,,,,,,,11/27/2019
11/25/2019,6.5600,102.6000,,,,,,,,11/26/2019
11/22/2019,6.4900,81.4000,,,,,,,,11/25/2019
11/21/2019,6.4500,50.2000,,,,,,,,11/22/2019
11/20/2019,6.4900,66.4000,,,,,,,,11/21/2019
11/19/2019,6.5000,34.1500,,,,,,,,11/20/2019
11/18/2019,6.4300,60.8000,,,,,,,,11/19/2019
11/15/2019,6.4100,48.5600,,,,,,,,11/18/2019
11/14/2019,6.3900,65.9000,,,,,,,,11/15/2019
11/13/2019,6.3800,67.1500,,,,,,,,11/14/2019
11/12/2019,6.4300,49.1500,,,,,,,,11/13/2019
11/11/2019,6.3700,28.1500,,,,,,,,11/12/2019
11/8/2019,6.4000,42.4000,,,,,,,,11/11/2019
11/7/2019,6.4200,31.9000,,,,,,,,11/8/2019
11/6/2019,6.5300,69.0000,,,,,,,,11/7/2019
11/5/2019,6.2700,67.2000,,,,,,,,11/6/2019
11/1/2019,6.3500,114.6000,,,,,,,,11/5/2019
10/31/2019,6.6000,76.7000,,,,,,,,11/1/2019
10/30/2019,6.5600,65.7000,,,,,,,,10/31/2019
10/29/2019,6.7600,79.5500,,,,,,,,10/30/2019
10/28/2019,6.7100,43.5000,,,,,,,,10/29/2019
10/25/2019,6.7500,154.3000,,,,,,,,10/28/2019
10/24/2019,6.6300,78.8000,,,,,,,,10/25/2019
10/23/2019,6.6200,68.6000,,,,,,,,10/24/2019
10/22/2019,6.6100,110.5000,,,,,,,,10/23/2019
10/21/2019,6.7700,71.1000,,,,,,,,10/22/2019
10/18/2019,6.7700,77.0000,,,,,,,,10/21/2019
10/17/2019,6.7900,82.3000,,,,,,,,10/18/2019
10/16/2019,6.8100,76.0000,,,,,,,,10/17/2019
10/15/2019,6.8300,62.0500,,,,,,,,10/16/2019
10/14/2019,6.7500,25.8500,,,,,,,,10/15/2019
10/11/2019,6.8000,60.8000,,,,,,,,10/14/2019
10/10/2019,6.7800,61.6000,,,,,,,,10/11/2019
10/9/2019,6.8600,41.1000,,,,,,,,10/10/2019
10/8/2019,6.8200,44.8000,,,,,,,,10/9/2019
10/7/2019,7.1600,8.3000,,,,,,,,10/8/2019
10/4/2019,6.8200,55.4500,,,,,,,,10/7/2019
10/3/2019,6.7900,43.3000,,,,,,,,10/4/2019
10/2/2019,6.8100,55.8000,,,,,,,,10/3/2019
10/1/2019,6.8500,72.0000,,,,,,,,10/2/2019
9/30/2019,6.8900,68.1200,,,,,,,,10/1/2019
9/27/2019,6.8000,95.6500,,,,,,,,9/30/2019
9/26/2019,6.7900,35.4000,,,,,,,,9/27/2019
9/25/2019,6.9700,59.1000,,,,,,,,9/26/2019
9/24/2019,6.6300,76.5500,,,,,,,,9/25/2019
9/23/2019,6.6900,81.2000,,,,,,,,9/24/2019
9/20/2019,6.6900,60.5000,,,,,,,,9/23/2019
9/19/2019,6.8800,61.9000,,,,,,,,9/20/2019
9/18/2019,6.7400,39.4500,,,,,,,,9/19/2019
9/17/2019,6.7900,81.6500,,,,,,,,9/18/2019
9/16/2019,6.7300,54.9000,,,,,,,,9/17/2019
9/13/2019,6.7400,77.8500,,,,,,,,9/16/2019
9/12/2019,6.8400,38.6500,,,,,,,,9/13/2019
9/11/2019,6.7800,45.8500,,,,,,,,9/12/2019
9/10/2019,6.7100,50.0500,,,,,,,,9/11/2019
9/9/2019,6.7500,43.0500,,,,,,,,9/10/2019
9/6/2019,6.9100,47.7500,,,,,,,,9/9/2019
9/5/2019,6.8300,58.5500,,,,,,,,9/6/2019
9/4/2019,6.9900,83.5000,,,,,,,,9/5/2019
9/3/2019,7.1300,53.3000,,,,,,,,9/4/2019
9/2/2019,7.1000,65.6000,,,,,,,,9/3/2019
8/30/2019,7.1300,62.9500,,,,,,,,9/2/2019
8/29/2019,7.0400,57.7000,,,,,,,,8/30/2019
8/28/2019,7.1100,56.3000,,,,,,,,8/29/2019
8/27/2019,7.1700,61.4700,,,,,,,,8/28/2019
8/26/2019,7.4100,61.0200,,,,,,,,8/27/2019
8/23/2019,7.0000,99.2500,,,,,,,,8/26/2019
8/22/2019,6.9800,65.1000,,,,,,,,8/23/2019
8/21/2019,6.9800,70.8500,,,,,,,,8/22/2019
8/20/2019,7.0500,69.2500,,,,,,,,8/21/2019
8/19/2019,7.0800,63.7500,,,,,,,,8/20/2019
8/16/2019,7.0500,49.2500,,,,,,,,8/19/2019
8/15/2019,7.0000,60.1000,,,,,,,,8/16/2019
8/14/2019,7.0200,44.9500,,,,,,,,8/15/2019
8/13/2019,7.0100,48.6500,,,,,,,,8/14/2019
8/12/2019,7.0400,52.2500,,,,,,,,8/13/2019
8/9/2019,7.0600,49.5000,,,,,,,,8/12/2019
8/8/2019,7.0800,50.7000,,,,,,,,8/9/2019
8/7/2019,7.1000,58.5900,,,,,,,,8/8/2019
8/6/2019,7.0400,51.0000,,,,,,,,8/7/2019
8/5/2019,7.0400,101.0500,,,,,,,,8/6/2019
8/2/2019,7.1800,61.0000,,,,,,,,8/5/2019
8/1/2019,7.2800,69.9000,,,,,,,,8/2/2019
7/31/2019,7.3000,52.9000,,,,,,,,8/1/2019
7/30/2019,7.2500,88.1500,,,,,,,,7/31/2019
7/29/2019,7.1500,75.6000,,,,,,,,7/30/2019
7/26/2019,7.1800,92.6000,,,,,,,,7/29/2019
7/25/2019,7.2300,69.5500,,,,,,,,7/26/2019
7/24/2019,7.1100,131.7500,,,,,,,,7/25/2019
7/23/2019,7.2300,75.7500,,,,,,,,7/24/2019
7/22/2019,7.2000,46.0500,,,,,,,,7/23/2019
7/19/2019,7.2700,56.7000,,,,,,,,7/22/2019
7/18/2019,7.2700,87.3000,,,,,,,,7/19/2019
7/17/2019,7.2800,57.6000,,,,,,,,7/18/2019
7/16/2019,7.2800,88.1500,,,,,,,,7/17/2019
7/15/2019,7.2600,60.9000,,,,,,,,7/16/2019
7/12/2019,7.2600,59.7000,,,,,,,,7/15/2019
7/11/2019,7.2500,61.4000,,,,,,,,7/12/2019
7/10/2019,7.3100,54.1500,,,,,,,,7/11/2019
7/9/2019,7.2000,48.4000,,,,,,,,7/10/2019
7/8/2019,6.9900,78.5000,,,,,,,,7/9/2019
7/5/2019,7.1400,72.0000,,,,,,,,7/8/2019
7/4/2019,7.3700,62.7000,,,,,,,,7/5/2019
7/3/2019,7.2800,25.3500,,,,,,,,7/4/2019
7/2/2019,7.3400,61.3800,,,,,,,,7/3/2019
7/1/2019,7.3900,46.2200,,,,,,,,7/2/2019
6/28/2019,7.5500,64.1500,,,,,,,,7/1/2019
6/27/2019,7.5000,42.2700,,,,,,,,6/28/2019
6/26/2019,7.4300,61.5000,,,,,,,,6/27/2019
6/25/2019,7.5100,57.0000,,,,,,,,6/26/2019
6/24/2019,7.4100,42.6000,,,,,,,,6/25/2019
6/21/2019,7.4100,59.8000,,,,,,,,6/24/2019
6/20/2019,7.4000,32.3000,,,,,,,,6/21/2019
6/19/2019,7.4900,38.9000,,,,,,,,6/20/2019
6/18/2019,7.4800,56.5000,,,,,,,,6/19/2019
6/17/2019,7.4100,35.8800,,,,,,,,6/18/2019
6/14/2019,7.4900,47.2700,,,,,,,,6/17/2019
6/13/2019,7.5000,42.9000,,,,,,,,6/14/2019
6/11/2019,7.5300,62.6000,,,,,,,,6/13/2019
6/10/2019,7.5400,42.0300,,,,,,,,6/11/2019
6/7/2019,7.5900,64.1700,,,,,,,,6/10/2019
6/6/2019,7.7300,16.9000,,,,,,,,6/7/2019
6/5/2019,7.7500,73.2000,,,,,,,,6/6/2019
6/4/2019,7.5600,82.5000,,,,,,,,6/5/2019
6/3/2019,7.7100,61.9000,,,,,,,,6/4/2019
5/31/2019,7.8900,28.8500,,,,,,,,6/3/2019
5/30/2019,8.0600,83.7000,,,,,,,,5/31/2019
5/29/2019,7.8100,72.6300,,,,,,,,5/30/2019
5/28/2019,7.8400,58.6500,,,,,,,,5/29/2019
5/27/2019,7.6000,127.6500,,,,,,,,5/28/2019
5/24/2019,7.4000,80.0900,,,,,,,,5/27/2019
5/23/2019,7.4800,50.8100,,,,,,,,5/24/2019
5/22/2019,7.5000,77.7000,,,,,,,,5/23/2019
5/21/2019,7.6300,58.4700,,,,,,,,5/22/2019
5/20/2019,7.6700,22.8700,,,,,,,,5/21/2019
5/17/2019,7.6800,31.9500,,,,,,,,5/20/2019
5/16/2019,7.6300,35.9000,,,,,,,,5/17/2019
5/15/2019,7.6500,64.5500,,,,,,,,5/16/2019
5/14/2019,7.6100,29.0500,,,,,,,,5/15/2019
5/13/2019,7.7600,30.5000,,,,,,,,5/14/2019
5/8/2019,7.5900,36.1000,,,,,,,,5/13/2019
5/7/2019,7.5000,116.7200,,,,,,,,5/8/2019
5/6/2019,7.3700,66.9000,,,,,,,,5/7/2019
4/30/2019,7.9600,96.0900,,,,,,,,5/6/2019
4/29/2019,7.9600,71.3900,,,,,,,,4/30/2019
4/26/2019,7.5600,69.8400,,,,,,,,4/29/2019
4/25/2019,7.4900,76.1000,,,,,,,,4/26/2019
4/24/2019,7.3200,156.1000,,,,,,,,4/25/2019
4/23/2019,7.3600,74.9000,,,,,,,,4/24/2019
4/22/2019,7.4500,118.3600,,,,,,,,4/23/2019
4/19/2019,7.6100,68.5000,,,,,,,,4/22/2019
4/18/2019,7.5900,43.6700,,,,,,,,4/19/2019
4/17/2019,7.5900,47.8000,,,,,,,,4/18/2019
4/16/2019,7.9800,66.5400,,,,,,,,4/17/2019
4/15/2019,7.8900,128.3900,,,,,,,,4/16/2019
4/12/2019,7.8900,96.8700,,,,,,,,4/15/2019
4/11/2019,7.7900,135.5500,,,,,,,,4/12/2019
4/10/2019,7.6400,114.8500,,,,,,,,4/11/2019
4/9/2019,7.7000,92.9300,,,,,,,,4/10/2019
4/8/2019,7.6400,83.1000,,,,,,,,4/9/2019
4/5/2019,7.8200,68.6600,,,,,,,,4/8/2019
4/4/2019,7.7200,55.5000,,,,,,,,4/5/2019
4/3/2019,7.6400,69.3000,,,,,,,,4/4/2019
4/2/2019,7.6100,63.0000,,,,,,,,4/3/2019
4/1/2019,7.6100,89.7000,,,,,,,,4/2/2019
3/29/2019,7.8100,137.8000,,,,,,,,4/1/2019
3/28/2019,7.5200,122.0400,,,,,,,,3/29/2019
3/27/2019,7.6300,142.1600,,,,,,,,3/28/2019
3/26/2019,7.7600,134.3000,,,,,,,,3/27/2019
3/25/2019,7.8100,174.9500,,,,,,,,3/26/2019
3/22/2019,7.4500,123.5000,,,,,,,,3/25/2019
3/21/2019,7.4400,149.6000,,,,,,,,3/22/2019
3/20/2019,7.4200,118.9800,,,,,,,,3/21/2019
3/19/2019,7.4600,114.9000,,,,,,,,3/20/2019
3/18/2019,7.4500,108.3500,,,,,,,,3/19/2019
3/15/2019,7.5000,131.2600,,,,,,,,3/18/2019
3/14/2019,7.4800,96.0700,,,,,,,,3/15/2019
3/13/2019,7.5300,96.9100,,,,,,,,3/14/2019
3/12/2019,7.5400,153.9000,,,,,,,,3/13/2019
3/11/2019,7.6900,97.9000,,,,,,,,3/12/2019
3/7/2019,7.7800,114.2000,,,,,,,,3/11/2019
3/6/2019,7.7300,72.0000,,,,,,,,3/7/2019
3/5/2019,7.7200,58.5500,,,,,,,,3/6/2019
3/4/2019,7.5900,121.7000,,,,,,,,3/5/2019
3/1/2019,7.5100,136.1000,,,,,,,,3/4/2019
2/28/2019,7.5400,219.8500,,,,,,,,3/1/2019
2/27/2019,7.6400,48.8000,,,,,,,,2/28/2019
2/26/2019,7.4900,90.0000,,,,,,,,2/27/2019
2/25/2019,7.5000,80.1000,,,,,,,,2/26/2019
2/22/2019,7.2000,204.5500,,,,,,,,2/25/2019
2/21/2019,7.3800,139.6000,,,,,,,,2/22/2019
2/20/2019,7.5400,109.1500,,,,,,,,2/21/2019
2/19/2019,7.6200,82.2700,,,,,,,,2/20/2019
2/18/2019,7.5600,73.8000,,,,,,,,2/19/2019
2/15/2019,7.5400,44.0000,,,,,,,,2/18/2019
2/14/2019,7.3400,89.4000,,,,,,,,2/15/2019
2/13/2019,7.5300,104.4000,,,,,,,,2/14/2019
2/12/2019,7.4800,90.8000,,,,,,,,2/13/2019
2/11/2019,7.6100,96.7000,,,,,,,,2/12/2019
2/8/2019,7.6000,92.9000,,,,,,,,2/11/2019
2/7/2019,7.6100,104.0500,,,,,,,,2/8/2019
2/6/2019,7.5800,122.5000,,,,,,,,2/7/2019
2/5/2019,7.5300,100.1000,,,,,,,,2/6/2019
2/4/2019,7.5000,100.7500,,,,,,,,2/5/2019
2/1/2019,7.6000,192.6800,,,,,,,,2/4/2019
1/31/2019,7.6200,136.3300,,,,,,,,2/1/2019
1/30/2019,7.7200,133.9800,,,,,,,,1/31/2019
1/29/2019,7.7800,140.3800,,,,,,,,1/30/2019
1/28/2019,7.7600,118.4800,,,,,,,,1/29/2019
1/25/2019,7.7100,150.8100,,,,,,,,1/28/2019
1/24/2019,7.5500,128.3300,,,,,,,,1/25/2019
1/23/2019,7.5600,160.0500,,,,,,,,1/24/2019
1/22/2019,7.6600,81.9000,,,,,,,,1/23/2019
1/21/2019,7.6200,75.1500,,,,,,,,1/22/2019
1/18/2019,7.6300,89.8000,,,,,,,,1/21/2019
1/17/2019,7.5800,116.9000,,,,,,,,1/18/2019
1/16/2019,7.5600,100.4000,,,,,,,,1/17/2019
1/15/2019,7.5300,146.5000,,,,,,,,1/16/2019
1/14/2019,7.5300,145.7300,,,,,,,,1/15/2019
1/11/2019,7.5300,177.0000,,,,,,,,1/14/2019
1/10/2019,7.5300,144.1900,,,,,,,,1/11/2019
1/9/2019,7.5900,121.6000,,,,,,,,1/10/2019
12/28/2018,7.0700,80.7800,,,,,,,,12/29/2018
12/27/2018,7.5500,155.1500,,,,,,,,12/28/2018
12/26/2018,7.4300,221.8900,,,,,,,,12/27/2018
12/25/2018,7.6200,185.1000,,,,,,,,12/26/2018
12/24/2018,7.6200,104.2100,,,,,,,,12/25/2018
12/21/2018,7.6600,130.7000,,,,,,,,12/24/2018
12/20/2018,7.6600,151.0000,,,,,,,,12/21/2018
12/19/2018,7.6800,116.0000,,,,,,,,12/20/2018
12/18/2018,7.6700,103.0000,,,,,,,,12/19/2018
12/17/2018,7.5700,89.7000,,,,,,,,12/18/2018
12/14/2018,7.5000,92.6500,,,,,,,,12/17/2018
12/13/2018,7.3800,58.2000,,,,,,,,12/14/2018
12/12/2018,7.4000,96.7000,,,,,,,,12/13/2018
12/11/2018,7.4300,52.2500,,,,,,,,12/12/2018
12/10/2018,7.4200,78.4500,,,,,,,,12/11/2018
12/7/2018,7.3800,124.0000,,,,,,,,12/10/2018
12/6/2018,7.4100,85.9000,,,,,,,,12/7/2018
12/5/2018,7.4100,94.9000,,,,,,,,12/6/2018
12/4/2018,7.4100,93.4600,,,,,,,,12/5/2018
12/3/2018,7.2800,79.6000,,,,,,,,12/4/2018
11/30/2018,7.5000,136.3500,,,,,,,,12/3/2018
11/29/2018,7.2900,125.7000,,,,,,,,11/30/2018
11/28/2018,7.4600,119.3000,,,,,,,,11/29/2018
11/27/2018,7.5700,90.6500,,,,,,,,11/28/2018
11/26/2018,7.4300,71.5500,,,,,,,,11/27/2018
11/23/2018,7.0700,141.5000,,,,,,,,11/26/2018
11/22/2018,6.9100,104.3500,,,,,,,,11/23/2018
11/21/2018,7.1200,94.5000,,,,,,,,11/22/2018
11/20/2018,7.0600,82.4000,,,,,,,,11/21/2018
11/19/2018,7.0100,110.3500,,,,,,,,11/20/2018
11/16/2018,6.9200,131.7600,,,,,,,,11/19/2018
11/15/2018,7.0100,164.4100,,,,,,,,11/16/2018
11/14/2018,7.1500,183.1500,,,,,,,,11/15/2018
11/13/2018,7.3900,153.6300,,,,,,,,11/14/2018
11/12/2018,7.4300,109.2000,,,,,,,,11/13/2018
11/9/2018,7.3700,111.5000,,,,,,,,11/12/2018
11/8/2018,7.3400,141.3000,,,,,,,,11/9/2018
11/7/2018,7.3500,110.0500,,,,,,,,11/8/2018
11/6/2018,7.5000,148.9500,,,,,,,,11/7/2018
11/2/2018,7.2800,134.3500,,,,,,,,11/6/2018
11/1/2018,6.8600,122.9000,,,,,,,,11/2/2018
10/31/2018,7.0600,120.4000,,,,,,,,11/1/2018
10/30/2018,7.1200,137.1000,,,,,,,,10/31/2018
10/29/2018,7.2000,120.7500,,,,,,,,10/30/2018
10/26/2018,7.2500,145.4600,,,,,,,,10/29/2018
10/25/2018,7.3200,147.8500,,,,,,,,10/26/2018
10/24/2018,7.0500,165.6500,,,,,,,,10/25/2018
10/23/2018,7.1000,187.6000,,,,,,,,10/24/2018
10/22/2018,7.1600,123.0000,,,,,,,,10/23/2018
10/19/2018,7.3600,115.9600,,,,,,,,10/22/2018
10/18/2018,7.4100,86.9800,,,,,,,,10/19/2018
10/17/2018,7.2900,92.8500,,,,,,,,10/18/2018
10/16/2018,7.2700,109.9500,,,,,,,,10/17/2018
