DT,ruo,vol,T,C,MinRate,Percentile25,Percentile75,MaxRate,StatusXML,DateUpdate
10/15/2018,7.3500,133.2000,,,,,,,,10/16/2018
10/12/2018,7.3300,112.0000,,,,,,,,10/15/2018
10/11/2018,7.3200,121.0000,,,,,,,,10/12/2018
10/10/2018,7.1600,87.3000,,,,,,,,10/11/2018
10/9/2018,7.0600,109.2000,,,,,,,,10/10/2018
10/8/2018,7.3600,109.3000,,,,,,,,10/9/2018
10/5/2018,7.5300,139.5000,,,,,,,,10/8/2018
10/4/2018,7.4200,79.4800,,,,,,,,10/5/2018
10/3/2018,7.3600,120.9500,,,,,,,,10/4/2018
10/2/2018,7.2500,166.9000,,,,,,,,10/3/2018
10/1/2018,7.2700,151.8500,,,,,,,,10/2/2018
9/28/2018,7.4000,99.2000,,,,,,,,10/1/2018
9/27/2018,7.2300,159.3000,,,,,,,,9/28/2018
9/26/2018,7.2400,193.2500,,,,,,,,9/27/2018
9/25/2018,7.4700,116.9000,,,,,,,,9/26/2018
9/24/2018,7.2200,134.6500,,,,,,,,9/25/2018
9/21/2018,7.2300,138.6000,,,,,,,,9/24/2018
9/20/2018,7.2900,103.0000,,,,,,,,9/21/2018
9/19/2018,7.0100,186.4500,,,,,,,,9/20/2018
9/18/2018,7.2400,148.3000,,,,,,,,9/19/2018
9/17/2018,7.2400,124.2000,,,,,,,,9/18/2018
9/14/2018,7.0200,152.2000,,,,,,,,9/17/2018
9/13/2018,7.0000,114.1000,,,,,,,,9/14/2018
9/12/2018,6.8100,104.9500,,,,,,,,9/13/2018
9/11/2018,7.0100,123.0400,,,,,,,,9/12/2018
9/10/2018,6.9800,136.4500,,,,,,,,9/11/2018
9/7/2018,6.9700,123.3500,,,,,,,,9/10/2018
9/6/2018,6.8700,78.6000,,,,,,,,9/7/2018
9/5/2018,7.0000,143.6000,,,,,,,,9/6/2018
9/4/2018,7.1700,231.5000,,,,,,,,9/5/2018
9/3/2018,7.1500,137.2200,,,,,,,,9/4/2018
8/31/2018,7.1400,196.6200,,,,,,,,9/3/2018
8/30/2018,7.1400,130.5000,,,,,,,,8/31/2018
8/29/2018,7.1800,182.8000,,,,,,,,8/30/2018
8/28/2018,7.2600,125.5000,,,,,,,,8/29/2018
8/27/2018,7.2200,146.4000,,,,,,,,8/28/2018
8/24/2018,6.9700,154.9000,,,,,,,,8/27/2018
8/23/2018,6.7300,159.3000,,,,,,,,8/24/2018
8/22/2018,6.9600,222.6300,,,,,,,,8/23/2018
8/21/2018,6.9100,230.5000,,,,,,,,8/22/2018
8/20/2018,6.9700,173.4000,,,,,,,,8/21/2018
8/17/2018,6.9500,219.5500,,,,,,,,8/20/2018
8/16/2018,7.0800,167.0500,,,,,,,,8/17/2018
8/15/2018,7.0900,197.9000,,,,,,,,8/16/2018
8/14/2018,7.1800,94.5000,,,,,,,,8/15/2018
8/13/2018,7.1400,130.2000,,,,,,,,8/14/2018
8/10/2018,7.1500,119.5000,,,,,,,,8/13/2018
8/9/2018,7.1000,94.7000,,,,,,,,8/10/2018
8/8/2018,7.0200,163.1000,,,,,,,,8/9/2018
8/7/2018,6.8500,137.7000,,,,,,,,8/8/2018
8/6/2018,6.8600,143.3500,,,,,,,,8/7/2018
8/3/2018,6.8800,140.6000,,,,,,,,8/6/2018
8/2/2018,6.9700,137.0500,,,,,,,,8/3/2018
8/1/2018,7.0400,131.2000,,,,,,,,8/2/2018
7/31/2018,7.7400,166.7000,,,,,,,,8/1/2018
7/30/2018,7.7200,134.3500,,,,,,,,7/31/2018
7/27/2018,7.7100,18.0000,,,,,,,,7/30/2018
7/26/2018,7.1900,198.0500,,,,,,,,7/27/2018
7/25/2018,7.0000,118.1000,,,,,,,,7/26/2018
7/24/2018,6.8000,163.5000,,,,,,,,7/25/2018
7/23/2018,6.7600,148.3000,,,,,,,,7/24/2018
7/20/2018,7.0100,209.7500,,,,,,,,7/23/2018
7/19/2018,7.0900,133.5000,,,,,,,,7/20/2018
7/18/2018,7.0500,218.2000,,,,,,,,7/19/2018
7/17/2018,7.1900,130.6500,,,,,,,,7/18/2018
7/16/2018,7.1400,115.0000,,,,,,,,7/17/2018
7/13/2018,7.1300,188.3000,,,,,,,,7/16/2018
7/12/2018,7.0900,99.0000,,,,,,,,7/13/2018
7/11/2018,7.0600,94.3000,,,,,,,,7/12/2018
7/10/2018,7.0300,104.8500,,,,,,,,7/11/2018
7/9/2018,6.6400,142.6000,,,,,,,,7/10/2018
7/6/2018,6.7300,137.4000,,,,,,,,7/9/2018
7/5/2018,7.0000,131.7000,,,,,,,,7/6/2018
7/4/2018,7.0200,138.4500,,,,,,,,7/5/2018
7/3/2018,6.7200,227.7500,,,,,,,,7/4/2018
7/2/2018,7.0100,195.8300,,,,,,,,7/3/2018
6/29/2018,7.1600,105.6500,,,,,,,,7/2/2018
6/28/2018,7.1300,224.3500,,,,,,,,6/29/2018
6/27/2018,7.2100,218.5000,,,,,,,,6/28/2018
6/26/2018,7.2700,94.2500,,,,,,,,6/27/2018
6/25/2018,7.1100,90.6400,,,,,,,,6/26/2018
6/22/2018,6.9600,157.0000,,,,,,,,6/25/2018
6/21/2018,6.9600,178.5500,,,,,,,,6/22/2018
6/20/2018,6.9900,180.8000,,,,,,,,6/21/2018
6/19/2018,7.0000,108.2000,,,,,,,,6/20/2018
6/18/2018,7.0100,74.6000,,,,,,,,6/19/2018
6/15/2018,6.9800,186.6500,,,,,,,,6/18/2018
6/14/2018,7.0000,133.2200,,,,,,,,6/15/2018
6/13/2018,6.9900,104.1000,,,,,,,,6/14/2018
6/9/2018,6.7600,57.1200,,,,,,,,6/13/2018
6/8/2018,7.0000,102.1000,,,,,,,,6/9/2018
6/7/2018,7.0000,98.3000,,,,,,,,6/8/2018
6/6/2018,7.0000,81.3000,,,,,,,,6/7/2018
6/5/2018,6.7500,55.5500,,,,,,,,6/6/2018
6/4/2018,6.7100,151.6700,,,,,,,,6/5/2018
6/1/2018,6.9600,155.3000,,,,,,,,6/4/2018
5/31/2018,7.1000,95.7500,,,,,,,,6/1/2018
5/30/2018,7.1200,85.5800,,,,,,,,5/31/2018
5/29/2018,7.0800,107.9000,,,,,,,,5/30/2018
5/28/2018,7.0700,93.4000,,,,,,,,5/29/2018
5/25/2018,6.9800,84.8000,,,,,,,,5/28/2018
5/24/2018,6.8400,93.9000,,,,,,,,5/25/2018
5/23/2018,6.9800,103.6000,,,,,,,,5/24/2018
5/22/2018,7.0500,75.1000,,,,,,,,5/23/2018
5/21/2018,7.0500,73.2200,,,,,,,,5/22/2018
5/18/2018,7.1500,100.5300,,,,,,,,5/21/2018
5/17/2018,7.1000,100.0500,,,,,,,,5/18/2018
5/16/2018,7.0400,93.7000,,,,,,,,5/17/2018
5/15/2018,6.9800,59.2800,,,,,,,,5/16/2018
5/14/2018,6.8700,45.0500,,,,,,,,5/15/2018
5/11/2018,6.7700,169.0300,,,,,,,,5/14/2018
5/10/2018,6.7900,88.2500,,,,,,,,5/11/2018
5/8/2018,6.4700,103.7600,,,,,,,,5/10/2018
5/7/2018,6.7000,98.7500,,,,,,,,5/8/2018
5/4/2018,6.8400,131.4700,,,,,,,,5/7/2018
5/3/2018,7.0000,51.4500,,,,,,,,5/4/2018
4/28/2018,7.0700,150.9500,,,,,,,,5/3/2018
4/27/2018,7.0000,87.4000,,,,,,,,4/28/2018
4/26/2018,7.0500,127.0500,,,,,,,,4/27/2018
4/25/2018,6.9100,85.7000,,,,,,,,4/26/2018
4/24/2018,6.8000,91.2500,,,,,,,,4/25/2018
4/23/2018,6.8000,115.8100,,,,,,,,4/24/2018
4/20/2018,7.0300,150.9500,,,,,,,,4/23/2018
4/19/2018,7.0200,106.9600,,,,,,,,4/20/2018
4/18/2018,7.1000,151.5600,,,,,,,,4/19/2018
4/17/2018,7.0100,214.3100,,,,,,,,4/18/2018
4/16/2018,7.0100,187.8100,,,,,,,,4/17/2018
4/13/2018,6.9900,189.1100,,,,,,,,4/16/2018
4/12/2018,6.9900,155.4000,,,,,,,,4/13/2018
4/11/2018,7.0000,144.3000,,,,,,,,4/12/2018
4/10/2018,7.2400,71.8000,,,,,,,,4/11/2018
4/9/2018,7.0700,115.0000,,,,,,,,4/10/2018
4/6/2018,7.0600,96.0500,,,,,,,,4/9/2018
4/5/2018,7.0100,84.1200,,,,,,,,4/6/2018
4/4/2018,6.9400,100.7200,,,,,,,,4/5/2018
4/3/2018,6.9800,131.3000,,,,,,,,4/4/2018
4/2/2018,7.0700,199.6500,,,,,,,,4/3/2018
3/30/2018,7.1900,65.6000,,,,,,,,4/2/2018
3/29/2018,7.0000,145.7300,,,,,,,,3/30/2018
3/28/2018,6.8800,120.6700,,,,,,,,3/29/2018
3/27/2018,7.0800,102.3500,,,,,,,,3/28/2018
3/26/2018,7.1500,87.6500,,,,,,,,3/27/2018
3/23/2018,6.9000,104.3000,,,,,,,,3/26/2018
3/22/2018,7.1200,109.7500,,,,,,,,3/23/2018
3/21/2018,7.0400,121.5500,,,,,,,,3/22/2018
3/20/2018,7.1600,76.2000,,,,,,,,3/21/2018
3/19/2018,7.1400,83.7000,,,,,,,,3/20/2018
3/16/2018,7.1500,95.0500,,,,,,,,3/19/2018
3/15/2018,7.2800,65.1000,,,,,,,,3/16/2018
3/14/2018,7.3100,78.6500,,,,,,,,3/15/2018
3/13/2018,7.3100,84.6000,,,,,,,,3/14/2018
3/12/2018,7.3100,91.1000,,,,,,,,3/13/2018
3/7/2018,7.1800,199.9500,,,,,,,,3/12/2018
3/6/2018,7.1100,138.0500,,,,,,,,3/7/2018
3/5/2018,7.2500,94.7900,,,,,,,,3/6/2018
3/2/2018,7.1600,166.4500,,,,,,,,3/5/2018
3/1/2018,7.3800,167.3500,,,,,,,,3/2/2018
2/28/2018,7.5000,130.8900,,,,,,,,3/1/2018
2/27/2018,7.4500,104.4500,,,,,,,,2/28/2018
2/26/2018,7.3000,81.3000,,,,,,,,2/27/2018
2/22/2018,7.2300,146.0000,,,,,,,,2/26/2018
2/21/2018,7.2900,135.7300,,,,,,,,2/22/2018
2/20/2018,7.2800,153.0500,,,,,,,,2/21/2018
2/19/2018,7.2800,146.6000,,,,,,,,2/20/2018
2/16/2018,7.2100,165.3500,,,,,,,,2/19/2018
2/15/2018,7.0800,150.7500,,,,,,,,2/16/2018
2/14/2018,6.9600,134.3500,,,,,,,,2/15/2018
2/13/2018,6.8300,207.1500,,,,,,,,2/14/2018
2/12/2018,6.7800,190.4000,,,,,,,,2/13/2018
2/9/2018,6.9900,167.9000,,,,,,,,2/12/2018
2/8/2018,7.0600,155.0000,,,,,,,,2/9/2018
2/7/2018,7.0700,159.2000,,,,,,,,2/8/2018
2/6/2018,7.2300,102.0000,,,,,,,,2/7/2018
2/5/2018,7.1900,134.5300,,,,,,,,2/6/2018
2/2/2018,7.0900,127.5000,,,,,,,,2/5/2018
2/1/2018,7.2600,118.3500,,,,,,,,2/2/2018
1/31/2018,7.1200,148.3900,,,,,,,,2/1/2018
1/30/2018,7.3700,193.1800,,,,,,,,1/31/2018
1/29/2018,7.3500,144.7300,,,,,,,,1/30/2018
1/26/2018,7.2500,201.9400,,,,,,,,1/29/2018
1/25/2018,7.2100,248.8700,,,,,,,,1/26/2018
1/24/2018,6.9300,227.0700,,,,,,,,1/25/2018
1/23/2018,6.9500,214.0000,,,,,,,,1/24/2018
1/22/2018,7.0100,172.2000,,,,,,,,1/23/2018
1/19/2018,7.0100,176.5600,,,,,,,,1/22/2018
1/18/2018,7.0700,142.0500,,,,,,,,1/19/2018
1/17/2018,6.9800,159.9800,,,,,,,,1/18/2018
1/16/2018,7.0200,172.0400,,,,,,,,1/17/2018
1/15/2018,7.0000,141.1800,,,,,,,,1/16/2018
1/12/2018,7.0000,162.7000,,,,,,,,1/15/2018
1/11/2018,7.0400,157.4100,,,,,,,,1/12/2018
1/10/2018,7.1600,151.1200,,,,,,,,1/11/2018
1/9/2018,6.8800,89.7000,,,,,,,,1/10/2018
12/28/2017,7.1900,81.4900,,,,,,,,12/29/2017
12/27/2017,7.4100,86.1000,,,,,,,,12/28/2017
12/26/2017,7.5800,97.6700,,,,,,,,12/27/2017
12/25/2017,7.8400,108.5700,,,,,,,,12/26/2017
12/22/2017,7.5400,164.6200,,,,,,,,12/25/2017
12/21/2017,7.5000,150.9200,,,,,,,,12/22/2017
12/20/2017,7.5000,126.5400,,,,,,,,12/21/2017
12/19/2017,7.4800,142.8300,,,,,,,,12/20/2017
12/18/2017,7.5400,151.0000,,,,,,,,12/19/2017
12/15/2017,7.9000,128.5700,,,,,,,,12/18/2017
12/14/2017,7.8500,91.6800,,,,,,,,12/15/2017
12/13/2017,7.9700,123.6400,,,,,,,,12/14/2017
12/12/2017,7.9900,144.3600,,,,,,,,12/13/2017
12/11/2017,7.9800,105.2500,,,,,,,,12/12/2017
12/8/2017,8.0900,107.0200,,,,,,,,12/11/2017
12/7/2017,8.1100,123.6500,,,,,,,,12/8/2017
12/6/2017,8.0700,128.1000,,,,,,,,12/7/2017
12/5/2017,8.0700,92.6000,,,,,,,,12/6/2017
12/4/2017,7.8300,108.6600,,,,,,,,12/5/2017
12/1/2017,8.2100,138.1200,,,,,,,,12/4/2017
11/30/2017,8.2400,107.0700,,,,,,,,12/1/2017
11/29/2017,8.2800,110.8300,,,,,,,,11/30/2017
11/28/2017,8.2000,123.0300,,,,,,,,11/29/2017
11/27/2017,8.0300,80.6200,,,,,,,,11/28/2017
11/24/2017,7.9700,110.5500,,,,,,,,11/27/2017
11/23/2017,7.9500,113.8000,,,,,,,,11/24/2017
11/22/2017,7.9600,121.3000,,,,,,,,11/23/2017
11/21/2017,7.9800,112.7200,,,,,,,,11/22/2017
11/20/2017,8.0000,132.0500,,,,,,,,11/21/2017
11/17/2017,7.9900,152.0500,,,,,,,,11/20/2017
11/16/2017,7.9900,177.2500,,,,,,,,11/17/2017
11/15/2017,7.9800,115.0000,,,,,,,,11/16/2017
11/14/2017,7.9200,122.3000,,,,,,,,11/15/2017
11/13/2017,7.8600,142.9000,,,,,,,,11/14/2017
11/10/2017,7.8300,129.5100,,,,,,,,11/13/2017
11/9/2017,7.7400,131.5300,,,,,,,,11/10/2017
11/8/2017,7.7600,174.2500,,,,,,,,11/9/2017
11/7/2017,7.7400,90.9000,,,,,,,,11/8/2017
11/3/2017,7.9800,105.9000,,,,,,,,11/7/2017
11/2/2017,8.2300,211.6200,,,,,,,,11/3/2017
11/1/2017,8.1000,127.7000,,,,,,,,11/2/2017
10/31/2017,8.0200,90.1400,,,,,,,,11/1/2017
10/30/2017,8.1100,134.2600,,,,,,,,10/31/2017
10/27/2017,7.8200,116.6500,,,,,,,,10/30/2017
10/26/2017,7.9900,120.0700,,,,,,,,10/27/2017
10/25/2017,7.8600,139.5700,,,,,,,,10/26/2017
10/24/2017,7.7800,141.2000,,,,,,,,10/25/2017
10/23/2017,7.9800,135.8000,,,,,,,,10/24/2017
10/20/2017,7.7300,207.4200,,,,,,,,10/23/2017
10/19/2017,7.8500,187.0800,,,,,,,,10/20/2017
10/18/2017,7.8700,111.8000,,,,,,,,10/19/2017
10/17/2017,7.9500,104.7500,,,,,,,,10/18/2017
10/16/2017,8.2000,159.6400,,,,,,,,10/17/2017
10/13/2017,8.1600,120.1300,,,,,,,,10/16/2017
10/12/2017,8.1800,107.4800,,,,,,,,10/13/2017
10/11/2017,7.9200,168.6500,,,,,,,,10/12/2017
10/10/2017,8.2600,154.0000,,,,,,,,10/11/2017
10/9/2017,8.3700,108.5800,,,,,,,,10/10/2017
10/6/2017,8.3000,95.7500,,,,,,,,10/9/2017
10/5/2017,7.9500,106.9000,,,,,,,,10/6/2017
10/4/2017,7.9900,118.6800,,,,,,,,10/5/2017
10/3/2017,8.2200,126.7400,,,,,,,,10/4/2017
10/2/2017,8.2500,99.3500,,,,,,,,10/3/2017
9/29/2017,8.4900,96.6000,,,,,,,,10/2/2017
9/28/2017,8.4700,145.4800,,,,,,,,9/29/2017
9/27/2017,8.2100,107.8200,,,,,,,,9/28/2017
9/26/2017,7.9800,114.2600,,,,,,,,9/27/2017
9/25/2017,8.0500,131.2100,,,,,,,,9/26/2017
9/22/2017,7.9900,185.3300,,,,,,,,9/25/2017
9/21/2017,8.0200,167.5500,,,,,,,,9/22/2017
9/20/2017,8.0000,155.2000,,,,,,,,9/21/2017
9/19/2017,8.0400,168.1600,,,,,,,,9/20/2017
9/18/2017,7.9600,191.0000,,,,,,,,9/19/2017
9/15/2017,8.6900,138.8300,,,,,,,,9/18/2017
9/14/2017,8.6100,109.1700,,,,,,,,9/15/2017
9/13/2017,8.2400,168.6500,,,,,,,,9/14/2017
9/12/2017,8.1900,122.3500,,,,,,,,9/13/2017
9/11/2017,8.4400,155.5900,,,,,,,,9/12/2017
9/8/2017,8.4200,209.7800,,,,,,,,
9/7/2017,8.4600,135.9700,,,,,,,,
9/6/2017,8.4900,98.3300,,,,,,,,
9/5/2017,8.5800,183.2000,,,,,,,,
9/4/2017,8.9400,60.0500,,,,,,,,
9/1/2017,8.7800,105.6700,,,,,,,,
8/31/2017,8.7100,136.5700,,,,,,,,
8/30/2017,8.5600,84.6800,,,,,,,,
8/29/2017,8.5500,76.7200,,,,,,,,
8/28/2017,8.5800,89.6800,,,,,,,,
8/25/2017,8.5300,97.6000,,,,,,,,
8/24/2017,8.3700,142.6500,,,,,,,,
8/23/2017,8.4000,178.0500,,,,,,,,
8/22/2017,8.5700,149.4000,,,,,,,,
8/21/2017,8.5600,158.7800,,,,,,,,
8/18/2017,8.5200,89.7000,,,,,,,,
8/17/2017,8.5100,79.4500,,,,,,,,
8/16/2017,8.5000,74.5000,,,,,,,,
8/15/2017,8.3300,99.2900,,,,,,,,
8/14/2017,8.2500,84.5000,,,,,,,,
8/11/2017,8.3500,142.0500,,,,,,,,
8/10/2017,8.4400,180.0000,,,,,,,,
8/9/2017,8.6300,151.9400,,,,,,,,
8/8/2017,8.2200,155.0200,,,,,,,,
8/7/2017,8.2400,69.7500,,,,,,,,
8/4/2017,8.3400,102.3000,,,,,,,,
8/3/2017,8.6400,95.5000,,,,,,,,
8/2/2017,8.7000,68.8500,,,,,,,,
8/1/2017,8.9000,94.2200,,,,,,,,
7/31/2017,9.2400,89.8000,,,,,,,,
7/28/2017,9.1700,81.6500,,,,,,,,
7/27/2017,9.1300,70.4500,,,,,,,,
7/26/2017,9.0500,60.7900,,,,,,,,
7/25/2017,8.9300,63.3300,,,,,,,,
7/24/2017,8.9400,108.2300,,,,,,,,
7/21/2017,8.9600,101.4500,,,,,,,,
7/20/2017,8.9500,92.3700,,,,,,,,
7/19/2017,8.9100,92.8500,,,,,,,,
7/18/2017,8.8600,100.1900,,,,,,,,
7/17/2017,8.9600,121.4400,,,,,,,,
7/14/2017,8.7500,141.1000,,,,,,,,
7/13/2017,8.8200,102.0000,,,,,,,,
7/12/2017,8.7900,90.6300,,,,,,,,
7/11/2017,8.4800,139.3800,,,,,,,,
7/10/2017,8.6400,122.1400,,,,,,,,
7/7/2017,8.9800,107.7400,,,,,,,,
7/6/2017,9.0200,129.7800,,,,,,,,
7/5/2017,9.0000,125.8700,,,,,,,,
7/4/2017,9.0200,125.2500,,,,,,,,
7/3/2017,9.0300,114.1000,,,,,,,,
6/30/2017,9.0900,71.2600,,,,,,,,
6/29/2017,9.1500,58.8000,,,,,,,,
6/28/2017,9.0900,55.3000,,,,,,,,
6/27/2017,9.0500,88.3500,,,,,,,,
6/26/2017,8.9000,85.4800,,,,,,,,
6/23/2017,8.6400,149.1600,,,,,,,,
6/22/2017,8.7700,117.6100,,,,,,,,
6/21/2017,8.9900,135.7400,,,,,,,,
6/20/2017,9.0300,110.6300,,,,,,,,
6/19/2017,9.0200,101.6500,,,,,,,,
6/16/2017,9.2700,154.8100,,,,,,,,
6/15/2017,9.2600,175.1100,,,,,,,,
6/14/2017,9.1900,149.4100,,,,,,,,
6/13/2017,9.0700,143.4100,,,,,,,,
6/9/2017,9.0700,103.1100,,,,,,,,
6/8/2017,9.0800,142.1000,,,,,,,,
6/7/2017,9.1400,108.0600,,,,,,,,
6/6/2017,9.6100,181.6600,,,,,,,,
6/5/2017,9.4500,155.9500,,,,,,,,
6/2/2017,9.2000,141.1500,,,,,,,,
6/1/2017,9.1900,118.7400,,,,,,,,
5/31/2017,9.1500,117.3600,,,,,,,,
5/30/2017,9.1800,98.6000,,,,,,,,
5/29/2017,9.2700,113.6500,,,,,,,,
5/26/2017,9.0700,96.9000,,,,,,,,
5/25/2017,9.1200,92.2600,,,,,,,,
5/24/2017,8.8500,112.6500,,,,,,,,
5/23/2017,8.9900,84.5000,,,,,,,,
5/22/2017,8.9300,102.0600,,,,,,,,
5/19/2017,9.1000,72.4300,,,,,,,,
5/18/2017,9.0800,80.9600,,,,,,,,
5/17/2017,9.0500,65.9600,,,,,,,,
5/16/2017,8.8600,97.8500,,,,,,,,
5/15/2017,9.0000,52.5200,,,,,,,,
5/12/2017,8.9900,95.0500,,,,,,,,
5/11/2017,9.0200,103.9000,,,,,,,,
5/10/2017,9.2700,88.8400,,,,,,,,
5/5/2017,9.4200,160.2200,,,,,,,,
5/4/2017,9.5200,177.3200,,,,,,,,
5/3/2017,9.4000,147.5200,,,,,,,,
5/2/2017,9.1100,153.9200,,,,,,,,
4/28/2017,9.7100,92.1300,,,,,,,,
4/27/2017,9.5900,128.8900,,,,,,,,
4/26/2017,9.6100,92.6400,,,,,,,,
4/25/2017,9.7700,132.4000,,,,,,,,
4/24/2017,9.5200,139.9100,,,,,,,,
4/21/2017,9.5500,105.7200,,,,,,,,
4/20/2017,9.6100,122.4400,,,,,,,,
4/19/2017,9.5800,118.2400,,,,,,,,
4/18/2017,9.5700,124.1900,,,,,,,,
4/17/2017,9.6100,147.2100,,,,,,,,
4/14/2017,9.6200,157.7700,,,,,,,,
4/13/2017,9.5400,157.1000,,,,,,,,
4/12/2017,9.5700,186.0300,,,,,,,,
4/11/2017,9.2300,100.9700,,,,,,,,
4/10/2017,9.3800,125.6100,,,,,,,,
4/7/2017,9.3000,114.4100,,,,,,,,
4/6/2017,9.2900,158.9000,,,,,,,,
4/5/2017,9.3500,109.2600,,,,,,,,
4/4/2017,9.7100,126.0800,,,,,,,,
4/3/2017,9.8800,135.6400,,,,,,,,
3/31/2017,9.8200,137.8400,,,,,,,,
3/30/2017,10.0300,115.3600,,,,,,,,
3/29/2017,10.0000,77.0500,,,,,,,,
3/28/2017,9.8000,76.8200,,,,,,,,
3/27/2017,9.7700,138.3700,,,,,,,,
3/24/2017,9.7400,124.3000,,,,,,,,
3/23/2017,9.9800,94.5400,,,,,,,,
3/22/2017,9.9500,179.8300,,,,,,,,
3/21/2017,10.0000,159.7100,,,,,,,,
3/20/2017,10.0200,155.0400,,,,,,,,
3/17/2017,9.9400,83.5200,,,,,,,,
3/16/2017,9.9400,118.2600,,,,,,,,
3/15/2017,10.0200,90.0500,,,,,,,,
3/14/2017,10.0200,78.6700,,,,,,,,
3/13/2017,9.9100,95.6000,,,,,,,,
3/10/2017,9.9200,78.5600,,,,,,,,
3/9/2017,9.9400,80.7700,,,,,,,,
3/7/2017,9.5300,215.5900,,,,,,,,
3/6/2017,9.6800,160.8000,,,,,,,,
3/3/2017,9.7400,134.9700,,,,,,,,
3/2/2017,9.8500,169.3400,,,,,,,,
3/1/2017,9.9900,190.1900,,,,,,,,
2/28/2017,10.0000,161.1800,,,,,,,,
2/27/2017,10.1500,125.9200,,,,,,,,
2/22/2017,10.0800,175.6300,,,,,,,,
2/21/2017,10.1700,125.9700,,,,,,,,
2/20/2017,10.1500,60.8900,,,,,,,,
2/17/2017,10.3200,86.3200,,,,,,,,
2/16/2017,10.3900,67.3000,,,,,,,,
2/15/2017,10.4500,102.4500,,,,,,,,
2/14/2017,10.1800,80.4500,,,,,,,,
2/13/2017,10.2100,57.1800,,,,,,,,
2/10/2017,10.3000,90.2900,,,,,,,,
2/9/2017,10.2500,95.9400,,,,,,,,
2/8/2017,10.2400,90.6700,,,,,,,,
2/7/2017,9.9000,86.4700,,,,,,,,
2/6/2017,9.7700,121.9800,,,,,,,,
2/3/2017,9.9600,108.1500,,,,,,,,
2/2/2017,10.1300,145.1500,,,,,,,,
2/1/2017,10.2400,162.1200,,,,,,,,
1/31/2017,10.2400,108.9800,,,,,,,,
1/30/2017,10.2700,92.6300,,,,,,,,
1/27/2017,10.3300,79.4800,,,,,,,,
1/26/2017,10.3800,111.0000,,,,,,,,
1/25/2017,10.2300,123.3100,,,,,,,,
1/24/2017,9.8200,79.2400,,,,,,,,
1/23/2017,9.8200,75.0100,,,,,,,,
1/20/2017,10.1000,111.8000,,,,,,,,
1/19/2017,10.1900,171.7700,,,,,,,,
1/18/2017,10.2600,195.7500,,,,,,,,
1/17/2017,10.2100,149.0000,,,,,,,,
1/16/2017,10.2200,139.5500,,,,,,,,
1/13/2017,10.0600,114.3100,,,,,,,,
1/12/2017,9.9300,129.5700,,,,,,,,
1/11/2017,9.9700,165.5000,,,,,,,,
1/10/2017,9.9300,288.0000,,,,,,,,
1/9/2017,10.1300,242.4500,,,,,,,,
12/29/2016,10.5000,147.2000,,,,,,,,
12/28/2016,10.4700,184.8500,,,,,,,,
12/27/2016,10.3600,142.6000,,,,,,,,
12/26/2016,10.2500,197.4000,,,,,,,,
12/23/2016,10.0800,202.9500,,,,,,,,
12/22/2016,10.1800,223.4500,,,,,,,,
12/21/2016,10.1400,201.0500,,,,,,,,
12/20/2016,10.1400,147.8000,,,,,,,,
12/19/2016,10.1200,214.2000,,,,,,,,
12/16/2016,9.9800,189.8000,,,,,,,,
12/15/2016,10.0400,201.4000,,,,,,,,
12/14/2016,10.1700,146.3600,,,,,,,,
12/13/2016,10.1800,187.3500,,,,,,,,
12/12/2016,10.1600,148.4500,,,,,,,,
12/9/2016,10.2100,171.8400,,,,,,,,
12/8/2016,10.1900,139.5000,,,,,,,,
12/7/2016,10.1300,98.4000,,,,,,,,
12/6/2016,10.1300,131.8500,,,,,,,,
12/5/2016,10.2200,131.1400,,,,,,,,
12/2/2016,10.1600,133.9000,,,,,,,,
12/1/2016,9.9800,180.7000,,,,,,,,
11/30/2016,10.0900,92.4000,,,,,,,,
11/29/2016,10.1700,86.3500,,,,,,,,
11/28/2016,10.4100,126.1000,,,,,,,,
11/25/2016,10.2100,116.3500,,,,,,,,
11/24/2016,10.1000,170.3500,,,,,,,,
11/23/2016,9.9700,234.2500,,,,,,,,
11/22/2016,10.0800,169.7300,,,,,,,,
11/21/2016,10.1900,144.7300,,,,,,,,
11/18/2016,10.1000,192.5300,,,,,,,,
11/17/2016,10.1400,134.0500,,,,,,,,
11/16/2016,10.0900,148.3000,,,,,,,,
11/15/2016,10.1800,141.4700,,,,,,,,
11/14/2016,10.2000,194.4700,,,,,,,,
11/11/2016,10.0300,123.7000,,,,,,,,
11/10/2016,10.0500,127.9200,,,,,,,,
11/9/2016,10.0100,124.6400,,,,,,,,
11/8/2016,9.3700,52.1500,,,,,,,,
11/7/2016,9.2200,93.4000,,,,,,,,
11/3/2016,9.5000,92.2000,,,,,,,,
11/2/2016,9.7500,85.3300,,,,,,,,
11/1/2016,10.0400,123.3500,,,,,,,,
10/31/2016,10.3600,104.7000,,,,,,,,
10/28/2016,10.2300,94.8700,,,,,,,,
10/27/2016,10.1600,105.2200,,,,,,,,
10/26/2016,10.1700,97.0700,,,,,,,,
10/25/2016,10.3200,121.4300,,,,,,,,
10/24/2016,10.1700,143.7200,,,,,,,,
10/21/2016,10.3300,180.8000,,,,,,,,
10/20/2016,10.3500,165.7900,,,,,,,,
10/19/2016,10.4700,171.2200,,,,,,,,
10/18/2016,10.4500,153.6500,,,,,,,,
10/17/2016,10.4400,168.5500,,,,,,,,
